table_name,table_description,column_name,ordinal_position,data_type,character_maximum_length,is_nullable,column_default,column_description,is_primary_key,foreign_key_references
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",location_uuid,40,uuid,,NO,,Location identifier in the locations-inside-prison service. This is the current location reference.,N,
reported_damages,Damage to prison property recorded on a submitted adjudication.,id,1,integer,,NO,nextval('reported_damages_id_seq'::regclass),,Y,
reported_damages,Damage to prison property recorded on a submitted adjudication.,reported_adjudication_fk_id,2,bigint,,YES,,Foreign key to reported_adjudications.,N,reported_adjudications
reported_damages,Damage to prison property recorded on a submitted adjudication.,code,3,character varying,32,NO,,"Type of damage. One of ELECTRICAL_REPAIR, PLUMBING_REPAIR, FURNITURE_OR_FABRIC_REPAIR, LOCK_REPAIR, REDECORATION, CLEANING, REPLACE_AN_ITEM.",N,
reported_damages,Damage to prison property recorded on a submitted adjudication.,details,4,character varying,4000,NO,,Free text description of the damage.,N,
reported_damages,Damage to prison property recorded on a submitted adjudication.,reporter,5,character varying,32,NO,,DPS username of the officer who recorded this entry.,N,
reported_damages,Damage to prison property recorded on a submitted adjudication.,create_user_id,6,character varying,32,NO,,,N,
reported_damages,Damage to prison property recorded on a submitted adjudication.,create_datetime,7,timestamp without time zone,,NO,,,N,
reported_damages,Damage to prison property recorded on a submitted adjudication.,modify_user_id,8,character varying,32,YES,,,N,
reported_damages,Damage to prison property recorded on a submitted adjudication.,modify_datetime,9,timestamp without time zone,,YES,,,N,
reported_damages,Damage to prison property recorded on a submitted adjudication.,repair_cost,11,numeric,,YES,,"Cost of repair in pounds, where recorded. Separate from the DAMAGES_OWED punishment, which is the amount the prisoner was ordered to pay.",N,
reported_evidence,Evidence recorded on a submitted adjudication.,id,1,integer,,NO,nextval('reported_evidence_id_seq'::regclass),,Y,
reported_evidence,Evidence recorded on a submitted adjudication.,reported_adjudication_fk_id,2,bigint,,YES,,Foreign key to reported_adjudications.,N,reported_adjudications
reported_evidence,Evidence recorded on a submitted adjudication.,code,3,character varying,32,NO,,"Type of evidence. One of PHOTO, BODY_WORN_CAMERA, CCTV, BAGGED_AND_TAGGED, OTHER.",N,
reported_evidence,Evidence recorded on a submitted adjudication.,identifier,4,character varying,32,YES,,"Reference number for the evidence, such as a body worn camera or seal number.",N,
reported_evidence,Evidence recorded on a submitted adjudication.,details,5,character varying,4000,NO,,Free text description of the evidence.,N,
reported_evidence,Evidence recorded on a submitted adjudication.,reporter,6,character varying,32,NO,,DPS username of the officer who recorded this entry.,N,
reported_evidence,Evidence recorded on a submitted adjudication.,create_user_id,7,character varying,32,NO,,,N,
reported_evidence,Evidence recorded on a submitted adjudication.,create_datetime,8,timestamp without time zone,,NO,,,N,
reported_evidence,Evidence recorded on a submitted adjudication.,modify_user_id,9,character varying,32,YES,,,N,
reported_evidence,Evidence recorded on a submitted adjudication.,modify_datetime,10,timestamp without time zone,,YES,,,N,
reported_evidence,Evidence recorded on a submitted adjudication.,date_added,12,timestamp without time zone,,YES,,"When the evidence was added to the report, where it was added after submission.",N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,id,1,integer,,NO,nextval('reported_offence_id_seq'::regclass),,Y,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,reported_adjudication_fk_id,2,bigint,,YES,,Foreign key to reported_adjudications.,N,reported_adjudications
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,offence_code,3,integer,,NO,,"Internal DPS offence code (an integer, not the Prison Rules paragraph). Resolved in application code by OffenceCodeLookupService against the OffenceCodes enum - there is no reference table in this database. Migrated NOMIS charges that could not be mapped use the MIGRATED_OFFENCE code and carry the original text in nomis_offence_code / nomis_offence_description. See the reference-data export for the full code list.",N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,victim_prisoners_number,4,character varying,7,YES,,"NOMIS offender number of the prisoner victim, for offences that have one.",N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,create_user_id,5,character varying,32,NO,,,N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,create_datetime,6,timestamp without time zone,,NO,,,N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,modify_user_id,7,character varying,32,YES,,,N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,modify_datetime,8,timestamp without time zone,,YES,,,N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,victim_staff_username,9,character varying,30,YES,,"DPS username of the staff victim, for offences that have one.",N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,victim_other_persons_name,10,character varying,100,YES,,Name of a victim who is neither a prisoner nor staff (for example a visitor).,N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,nomis_offence_code,13,character varying,10,YES,,"NOMIS OIC offence code, for example 51:1A. Populated on migrated records.",N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,nomis_offence_description,14,character varying,350,YES,,"NOMIS offence description text. Populated on migrated records, and used in place of the DPS paragraph description where the offence could not be mapped.",N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,migrated,15,boolean,,NO,false,True when the offence row was created by the NOMIS migration.,N,
reported_offence,The offence charged on a submitted adjudication. One row per reported adjudication.,actual_offence_code,16,integer,,YES,,"The offence code originally chosen, retained when the stored offence_code was subsequently adjusted.",N,
reported_witness,Witnesses recorded on a submitted adjudication.,id,1,integer,,NO,nextval('reported_witness_id_seq'::regclass),,Y,
reported_witness,Witnesses recorded on a submitted adjudication.,reported_adjudication_fk_id,2,bigint,,YES,,Foreign key to reported_adjudications.,N,reported_adjudications
reported_witness,Witnesses recorded on a submitted adjudication.,code,3,character varying,32,NO,,"Type of witness. One of OFFICER, STAFF, OTHER_PERSON, VICTIM, PRISONER.",N,
reported_witness,Witnesses recorded on a submitted adjudication.,first_name,4,character varying,32,NO,,Witness first name.,N,
reported_witness,Witnesses recorded on a submitted adjudication.,last_name,5,character varying,32,NO,,Witness last name.,N,
reported_witness,Witnesses recorded on a submitted adjudication.,reporter,6,character varying,32,NO,,DPS username of the officer who recorded this entry.,N,
reported_witness,Witnesses recorded on a submitted adjudication.,create_user_id,7,character varying,32,NO,,,N,
reported_witness,Witnesses recorded on a submitted adjudication.,create_datetime,8,timestamp without time zone,,NO,,,N,
reported_witness,Witnesses recorded on a submitted adjudication.,modify_user_id,9,character varying,32,YES,,,N,
reported_witness,Witnesses recorded on a submitted adjudication.,modify_datetime,10,timestamp without time zone,,YES,,,N,
reported_witness,Witnesses recorded on a submitted adjudication.,comment,12,character varying,240,YES,,Free text note about the witness or their evidence.,N,
reported_witness,Witnesses recorded on a submitted adjudication.,username,13,character varying,32,YES,,DPS username of the witness where they are a member of staff.,N,
reported_witness,Witnesses recorded on a submitted adjudication.,date_added,14,timestamp without time zone,,YES,,"When the witness was added to the report, where they were added after submission.",N,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,id,1,integer,,NO,nextval('witness_id_seq'::regclass),,Y,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,draft_adjudication_fk_id,2,bigint,,YES,,Foreign key to draft_adjudications.,N,draft_adjudications
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,code,3,character varying,32,NO,,"Type of witness. One of OFFICER, STAFF, OTHER_PERSON, VICTIM, PRISONER.",N,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,first_name,4,character varying,32,NO,,Witness first name.,N,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,last_name,5,character varying,32,NO,,Witness last name.,N,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,reporter,6,character varying,32,NO,,DPS username of the officer who recorded this entry.,N,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,create_user_id,7,character varying,32,NO,,,N,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,create_datetime,8,timestamp without time zone,,NO,,,N,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,modify_user_id,9,character varying,32,YES,,,N,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,modify_datetime,10,timestamp without time zone,,YES,,,N,
witness,Witnesses recorded on a draft adjudication. Copied to reported_witness on submission.,username,11,character varying,32,YES,,DPS username of the witness where they are a member of staff.,N,
